index,CID,Molecule (RDKit Mol),SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
31,65926,NCC1CC(=O)N(Cc2ccccc2)C1,0.9938,59.0204,89.876471,46.33,204.273,204.126263,3,2,3,1,2,1,3,15,31,2,1,1,1,0,1,1,1,0,0,0.416667,8.725341,5.31097,4.065712,2.84418,1.968492,5.31097,4.065712,2.84418,1.968492,-1.35,10.177438,4.446489,2.361326,5.733667,23.896602,11.339294,5.917906,11.984273,30.331835,0,0,0,0,0,0,4.794537,0,4.89991,11.651574,12.965578,13.089513,35.895287,0,0,5.90718,10.633577,4.794537,0,0,0,30.331835,18.026114,19.510334,0,0,0,5.90718,0,0,12,0,0,0,0,0,0,1,1,1,0,15,4,1,0,8,3,0,3,4,3,2,1,0,0,2,2,0,0,7,4,0,0,0,1,1,0,0,0,0,0,0
32,62258,C[C@H](N)C(=O)c1ccccc1,1.2165,44.4219,66.027642,43.09,149.193,149.084064,2,2,2,1,2,0,2,11,22,1,1,0,0,0,0,0,1,0,0,0.222222,6.4497,3.564166,2.518951,1.47187,0.865311,3.564166,2.518951,1.47187,0.865311,-1.15,7.951523,3.302755,1.883092,5.733667,11.825086,0,0,17.281726,30.331835,0,0,0,0,0,0,4.794537,0,0,5.733667,12.965578,0,35.895287,0,0,5.783245,5.733667,4.794537,0,0,0,30.331835,6.923737,5.563451,6.041841,0,5.783245,0,0,0,9,0,0,0,0,0,0,1,0,1,0,11,4,1,0,3,3,0,2,3,2,2,1,0,0,3,0,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0
33,60809,CCCCCCOc1nsnc1C1=CCCN(C)C1,3.2161,79.637,119.350492,38.25,281.425,281.156183,4,0,7,0,5,0,5,19,42,2,1,0,1,1,0,1,0,0,0,0.714286,12.708838,7.872711,5.611373,3.852775,2.765248,7.142414,5.082926,3.341078,2.234096,-0.94,14.468716,7.601142,4.282043,4.736863,40.391056,0,0,44.721773,6.07602,0,5.573105,0,0,5.879988,11.728187,4.736863,0,13.64699,0,39.027845,26.744067,11.769948,0,5.879988,17.301292,9.636773,0,0,4.37354,4.37354,32.262222,25.46242,13.089513,18.335069,5.693928,0,0,5.879988,0,14,0,0,0,0,1,0,0,3,1,0,19,9,0,0,8,3,0,7,5,4,0,0,0,0,2,6,0,0,7,4,0,0,0,1,1,0,0,0,0,0,0
34,36303,O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2,3.5201,96.6195,147.90976,38.77,337.419,337.167794,4,0,5,0,4,0,4,25,48,4,2,1,2,0,1,2,2,0,0,0.380952,14.317858,8.995849,6.728504,5.062596,3.653827,8.995849,6.728504,5.062596,3.653827,-2.33,16.155396,7.276686,3.689583,9.473726,43.531188,0,0,34.680989,48.530937,0,0,0,0,11.499024,0,14.268263,0,4.89991,0,18.759549,32.848033,59.65784,0,11.499024,5.783245,14.373636,4.794537,0,0,0,30.331835,42.646037,25.073786,0,13.213764,17.282269,0,0,0,21,0,0,0,0,0,0,0,1,1,2,25,5,1,0,16,6,0,5,7,4,0,0,0,0,1,2,1,0,15,6,0,0,0,1,3,0,0,0,0,2,1
35,36302,Cl.O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2,3.9419,103.8675,160.062854,38.77,373.88,373.144471,4,0,5,0,4,0,5,26,50,4,2,1,2,0,1,2,2,0,0,0.380952,15.542603,8.995849,6.728504,5.062596,3.653827,8.995849,6.728504,5.062596,3.653827,-2.04,18.742227,8.562433,4.194272,9.473726,43.531188,0,0,34.680989,48.530937,0,0,0,0,11.499024,12.407033,14.268263,0,4.89991,0,18.759549,32.848033,59.65784,0,11.499024,18.190278,14.373636,4.794537,0,0,12.407033,30.331835,42.646037,25.073786,0,13.213764,17.282269,0,0,0,21,0,1,0,0,0,0,0,1,1,2,26,5,1,0,16,6,0,5,7,4,0,0,0,0,1,2,1,0,15,6,0,0,0,1,3,0,0,0,0,2,1
36,34870,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,4.4993,100.8585,149.637705,49.33,337.463,337.204179,3,2,8,2,2,0,3,25,52,3,2,0,1,0,0,0,2,0,1,0.409091,14.708469,9.36267,6.842716,5.061754,3.744935,9.36267,6.842716,5.061754,3.744935,-2.13,17.685289,8.816461,4.698265,5.316789,17.620589,17.63618,0,60.399755,48.530937,0,0,0,0,0,0,9.901065,0,5.316789,0,50.987592,6.544756,70.784743,0,0,5.969305,10.423316,4.794537,0,0,0,61.37258,54.481849,6.420822,6.041841,0,0,0,0,5.969305,22,0,0,0,0,0,0,1,0,2,0,25,9,1,0,11,6,0,8,5,3,2,2,0,0,2,7,1,0,10,5,0,0,0,0,2,1,0,0,0,4,2
37,34869,O=C(O)CCCCCC[NH2+]C1c2ccccc2CCc2ccccc21.[Cl-],0.4771,99.6482,161.790799,53.91,373.924,373.180857,3,3,8,2,1,0,4,26,54,3,2,0,1,0,0,0,2,0,1,0.409091,15.919712,9.462024,6.957628,5.191121,3.879978,9.462024,6.957628,5.191121,3.879978,-1.84,20.471646,10.34306,5.326454,17.723822,17.620589,17.63618,0,60.399755,48.530937,0,0,0,0,0,0,27.624886,0,0,0,50.987592,6.544756,70.784743,0,0,5.969305,22.830349,4.794537,0,0,0,54.951758,43.231011,17.547725,6.544756,6.041841,0,0,0,5.969305,22,0,1,0,0,0,0,1,0,2,0,26,9,1,0,11,6,0,8,5,3,3,2,1,1,2,7,1,0,10,5,0,0,0,0,2,1,0,0,0,4,2
38,16078,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,5.7358,95.2648,140.112048,29.46,314.469,314.22458,2,1,4,1,2,0,2,23,53,3,1,0,2,0,0,1,1,0,1,0.619048,14.984854,9.14171,7.873346,5.595565,4.302686,9.14171,7.873346,5.595565,4.302686,-1.44,16.418913,6.220672,3.131089,4.736863,10.707578,6.420822,5.917906,76.843866,23.781859,0,0,0,0,11.499024,0,9.84339,0,0,5.917906,77.738835,0,34.908762,0,11.499024,0,9.84339,0,0,0,0,31.414505,64.150684,17.399264,0,17.100074,0,0,0,0,21,0,0,0,0,0,0,0,0,1,1,23,9,0,0,12,4,0,4,4,2,1,1,0,0,5,4,0,0,6,7,1,0,0,0,3,0,0,0,0,4,2
39,9075,Cl.NCCc1ccccc1,1.6096,46.4484,67.654271,26.02,157.644,157.065827,1,2,2,1,1,0,2,10,22,1,1,0,0,0,0,0,1,0,0,0.25,6.60306,3.172485,2.024274,1.275837,0.811344,3.172485,2.024274,1.275837,0.811344,-0.53,9.47,5.27017,2.852567,5.733667,6.544756,6.420822,0,5.563451,30.331835,0,0,0,0,0,12.407033,0,0,0,5.733667,6.420822,6.544756,35.895287,0,0,12.407033,5.733667,0,0,0,12.407033,30.331835,18.52903,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,10,3,0,0,3,3,0,2,1,1,2,1,0,0,1,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0
40,7096,c1ccc(N2CCNCC2)cc1,1.0962,51.5247,73.195036,15.27,162.236,162.115698,2,1,1,1,2,0,2,12,26,2,1,1,1,0,1,1,1,0,0,0.4,7.162392,4.473853,3.072597,2.238337,1.561846,4.473853,3.072597,2.238337,1.561846,-1.02,7.619909,3.586407,1.587412,10.216698,26.179026,0,0,0,30.331835,0,0,0,5.687386,0,0,0,0,5.316789,0,0,31.078935,30.331835,0,0,5.687386,10.216698,0,0,0,0,18.199101,12.132734,31.866412,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,12,1,0,0,9,3,0,1,2,2,1,1,0,0,0,0,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0
41,4626,NC(=O)CN1CC(O)CC1=O,-1.9351,36.3982,63.775133,83.63,158.157,158.069142,5,3,2,2,3,2,5,11,21,1,0,1,1,0,1,1,0,0,0,0.666667,5.986945,3.334788,2.598522,1.540784,1.092269,3.334788,2.598522,1.540784,1.092269,-1.1,8.00101,2.874846,1.908603,5.733667,41.014276,9.589074,0,6.420822,0,0,0,0,0,0,0,14.695602,0,4.89991,5.733667,12.524788,13.089513,0,0,0,11.814359,15.740105,9.589074,0,0,0,0,0,6.544756,19.069544,0,0,11.814359,0,0,6,0,0,0,0,0,0,1,1,3,0,11,4,2,0,5,0,0,2,8,5,3,2,0,0,4,1,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0
42,3886,CCN1CC2(OC(=O)c3ccccc3NC(C)=O)CCC(OC)C34C1C(CC23)C1(O)CC(OC)C2CC4C1(O)C2OC,2.2216,151.6958,246.5603,126.79,584.71,584.309766,10,3,7,3,9,1,10,42,86,7,1,6,6,0,1,1,1,5,5,0.75,25.169081,15.440224,13.683122,12.636322,11.604974,15.440224,13.683122,12.636322,11.604974,-2.08,28.676916,9.458689,3.208718,5.316789,102.565247,23.741989,29.086615,56.309571,24.265468,0,0,0,5.687386,0,0,38.749581,0,4.89991,29.086615,87.108475,39.735694,29.82892,0,0,17.563871,34.477295,9.694447,4.794537,0,0,19.056471,44.360777,76.347163,29.562737,16.803152,0,5.90718,0,5.969305,32,0,0,0,0,0,0,1,1,8,0,42,16,2,0,27,3,0,7,18,10,3,3,0,0,9,6,2,0,10,11,4,0,0,2,5,0,0,0,0,10,8
43,1001,NCCc1ccccc1,1.1878,39.2004,55.501178,26.02,121.183,121.089149,1,2,2,1,1,0,1,9,20,1,1,0,0,0,0,0,1,0,0,0.25,5.378315,3.172485,2.024274,1.275837,0.811344,3.172485,2.024274,1.275837,0.811344,-0.82,6.302249,3.253989,1.859039,5.733667,6.544756,6.420822,0,5.563451,30.331835,0,0,0,0,0,0,0,0,0,5.733667,6.420822,6.544756,35.895287,0,0,0,5.733667,0,0,0,0,30.331835,18.52903,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,9,3,0,0,3,3,0,2,1,1,2,1,0,0,1,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0
44,122130254,CO[C@H]1C[C@@H](O[C@H]2[C@H](C)O[C@H](O[C@@H]3C(C)=CCC4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)C5OCC(=CC=C[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,5.9116,234.4254,378.806426,170.06,899.128,898.507857,14,3,7,3,14,0,14,64,138,8,0,5,8,0,4,6,0,1,2,0.78,39.044303,23.983486,19.968318,15.413642,11.681262,23.983486,19.968318,15.413642,11.681262,-2.31,48.157287,20.111596,9.820933,0,139.331177,52.163167,23.671624,105.750639,59.251454,0,0,0,0,0,0,67.482749,0,0,23.671624,202.966452,20.826477,59.251454,0,0,5.969305,62.688212,4.794537,0,0,0,69.56606,75.670653,51.738694,49.334647,42.038789,18.367165,0,0,5.969305,50,0,0,0,0,0,0,0,0,8,6,64,18,1,0,47,5,0,7,28,14,3,3,0,0,12,4,0,0,24,22,2,0,0,1,6,0,0,0,1,8,5
45,121591942,COCCO.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,2.4811,128.0836,194.215629,77.76,459.612,459.219178,7,2,7,2,8,0,8,32,65,4,2,1,2,0,1,2,2,0,0,0.458333,19.467179,11.788134,8.466208,6.335245,4.562554,10.971637,7.382431,5.194201,3.544873,-1.94,24.697509,13.571663,7.03058,0,98.716483,9.473726,0,5.563451,63.314308,0,0,0,5.687386,0,11.761885,19.686781,0,9.799819,4.992405,9.790967,72.867989,54.094388,0,0,23.284891,24.58669,4.89991,4.992405,0,0,42.09372,18.199101,55.187998,38.721796,5.83562,0,0,0,0,24,0,0,0,0,1,0,0,3,4,0,32,11,0,0,16,7,0,7,11,7,2,2,0,0,3,8,0,0,14,7,0,0,0,0,3,1,0,0,0,4,2
46,121489462,COc1cc(C[C@@H](C)N)c(OC)cc1I.COc1cc(C[C@H](C)N)c(OC)cc1I,4.3962,139.2328,206.801388,88.96,642.316,642.045154,6,4,8,2,6,0,8,30,62,2,2,0,0,0,0,0,2,0,0,0.454545,22.736934,11.639324,9.284399,5.879503,4.17765,9.481826,6.960018,4.193473,2.860173,-0.98,27.054459,13.435824,8.274365,30.414787,40.522872,12.841643,7.140365,24.974377,24.265468,0,0,0,0,22.998047,45.181741,18.947452,0,0,11.467335,38.772799,28.43919,42.532736,0,22.998047,45.181741,30.414787,0,0,0,0,0,107.26323,12.083682,35.579555,22.998047,0,0,0,0,22,0,0,0,2,0,0,2,0,4,0,30,18,0,0,6,6,0,8,10,6,4,2,0,0,10,6,2,0,4,8,0,0,0,0,2,0,0,0,0,0,0
47,101932822,N[C@]1(C(=O)O)CC[C@@H]2[C@H]1[C@@H]2C(=O)O,-0.4909,41.894,74.533586,100.62,185.179,185.068808,5,4,2,3,3,0,5,13,24,2,0,2,2,0,0,0,0,2,2,0.75,6.934538,4.233289,3.937854,3.338047,2.593832,4.233289,3.937854,3.338047,2.593832,-1.1,8.496118,2.227454,0.904252,5.733667,27.690591,9.589074,17.753718,12.841643,0,0,0,0,0,0,0,19.802129,0,0,23.487386,18.380568,0,0,0,0,11.938611,15.946722,9.589074,0,0,0,0,18.759549,5.917906,5.917906,5.538925,0,0,0,11.938611,8,0,0,0,0,0,0,1,0,4,0,13,5,2,0,7,0,0,2,9,5,4,3,0,0,5,0,2,0,2,3,1,1,0,1,0,0,0,0,0,2,1
48,101656013,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3C(C)=CC[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=CC=C[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,5.9116,234.4254,378.806426,170.06,899.128,898.507857,14,3,7,3,14,0,14,64,138,8,0,5,8,0,4,6,0,1,2,0.78,39.044303,23.983486,19.968318,15.413642,11.681262,23.983486,19.968318,15.413642,11.681262,-2.31,48.157287,20.111596,9.820933,0,139.331177,52.163167,23.671624,105.750639,59.251454,0,0,0,0,0,0,67.482749,0,0,23.671624,202.966452,20.826477,59.251454,0,0,5.969305,62.688212,4.794537,0,0,0,69.56606,75.670653,51.738694,49.334647,42.038789,18.367165,0,0,5.969305,50,0,0,0,0,0,0,0,0,8,6,64,18,1,0,47,5,0,7,28,14,3,3,0,0,12,4,0,0,24,22,2,0,0,1,6,0,0,0,1,8,5
49,91994252,[Br-].[H+].c1ccc(C2(N3CCCCC3)CCCCC2)cc1,1.4484,77.741,129.191438,3.24,324.306,323.124862,1,0,2,0,1,0,2,20,45,3,1,2,2,0,1,1,1,1,1,0.647059,13.368994,7.723853,6.005978,4.95324,3.994474,7.723853,6.005978,4.95324,3.994474,-0.34,15.056569,6.896368,3.05361,16.981451,17.989423,5.538925,0,58.356663,30.331835,0,0,0,0,0,0,18.408089,0,4.89991,0,56.905498,13.089513,35.895287,0,0,0,16.981451,4.89991,0,0,0,56.015122,44.336251,5.538925,0,0,0,0,0,1.426638,17,0,0,1,0,0,0,0,1,0,0,19,2,0,0,15,3,0,2,1,1,0,0,1,1,0,0,0,0,15,2,1,0,0,0,3,0,0,0,0,0,0
50,91800248,Cc1ccc2c(c1)c1c3n2CCN[C@@H]3CCC1.Cc1ccc2c(c1)c1c3n2CCN[C@H]3CCC1,5.86064,140.7134,201.881511,33.92,452.646,452.293997,4,2,0,2,4,0,4,34,70,8,4,0,4,2,0,2,2,0,2,0.466667,20.584297,13.388361,10.869947,8.687493,7.257381,13.388361,10.869947,8.687493,7.257381,-2.56,20.782613,7.996343,3.114417,10.633577,22.223712,25.931156,13.847474,71.40863,36.398202,0,21.80585,0,0,0,0,0,0,19.767777,0,77.545599,13.089513,70.039864,0,0,21.80585,19.767777,0,0,0,0,23.259637,87.764775,71.456413,0,0,0,0,0,0,30,0,0,0,0,0,0,0,4,0,0,34,2,0,0,28,10,0,0,4,4,2,2,0,0,2,0,0,0,18,14,0,0,0,2,6,0,0,0,0,12,8
51,90488818,N[C@@]1(C(=O)O)CCC2[C@H](C(=O)O)[C@H]21,-0.4909,41.894,74.533586,100.62,185.179,185.068808,5,4,2,3,3,0,5,13,24,2,0,2,2,0,0,0,0,2,2,0.75,6.934538,4.233289,3.937854,3.338047,2.593832,4.233289,3.937854,3.338047,2.593832,-1.1,8.496118,2.227454,0.904252,5.733667,27.690591,9.589074,17.753718,12.841643,0,0,0,0,0,0,0,19.802129,0,0,23.487386,18.380568,0,0,0,0,11.938611,15.946722,9.589074,0,0,0,0,18.759549,5.917906,5.917906,5.538925,0,0,0,11.938611,8,0,0,0,0,0,0,1,0,4,0,13,5,2,0,7,0,0,2,9,5,4,3,0,0,5,0,2,0,2,3,1,1,0,1,0,0,0,0,0,2,1
52,86623402,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O=C([O-])CCC(=O)[O-],-0.001,96.6846,159.800406,123.96,379.453,379.200585,7,2,7,2,7,0,7,27,56,2,1,1,1,0,0,0,1,1,1,0.6,16.01824,9.195544,7.314614,4.744453,3.37395,9.195544,7.314614,4.744453,3.37395,-2.12,22.920193,10.890794,8.405182,10.213055,53.292726,9.589074,0,56.427109,24.265468,0,0,0,0,5.749512,0,30.015184,0,4.89991,0,56.464708,20.6401,29.82892,0,5.749512,11.938611,34.915094,0,0,0,0,31.395199,57.474816,24.401273,5.601051,5.749512,0,0,0,0,20,0,0,0,0,0,0,1,0,6,0,27,13,2,0,9,3,0,7,15,7,2,2,2,0,8,3,4,0,9,2,1,0,0,0,2,0,0,0,0,0,0
53,86587282,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1.O=C([O-])/C=C\C(=O)[O-],0.3689,107.3317,183.774971,119.98,443.427,443.139127,8,1,6,1,8,0,9,32,54,4,2,1,2,0,1,2,2,0,0,0.304348,17.122089,10.007821,7.2084,5.069447,3.552864,10.007821,7.2084,5.069447,3.552864,-3.59,23.081098,11.148986,6.710337,29.740432,38.427948,9.589074,11.735127,17.902179,54.61661,0,0,0,4.390415,17.248535,0,38.403133,0,5.316789,5.917906,12.338728,26.489337,65.997282,0,17.248535,11.938611,39.329507,0,4.390415,0,0,12.132734,60.864444,18.52903,18.545493,11.566733,11.499024,6.792942,0,0,23,1,0,0,0,0,0,0,1,5,2,32,9,3,0,16,6,0,6,17,8,1,1,2,0,5,4,2,0,14,7,0,0,0,1,3,0,0,0,0,2,1
54,76972629,CC[C@@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21.CC[C@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,8.883,221.744,329.325621,123.28,764.92,764.378515,12,0,12,0,12,0,12,56,108,6,4,0,2,0,0,2,4,0,0,0.363636,34.397257,18.364286,13.030054,10.12701,7.155281,18.364286,13.030054,10.12701,7.155281,-6.04,41.130252,18.529176,8.143863,37.894904,79.72512,0,0,85.753113,81.069301,0,0,0,0,45.996095,0,37.894904,0,0,20.40563,52.372404,56.87838,94.04438,0,45.996095,22.84674,37.894904,0,0,10.202815,10.202815,13.847474,98.479691,45.512988,56.87838,11.42337,45.996095,0,0,0,44,0,0,0,0,0,0,0,4,8,0,56,24,0,0,20,16,0,12,20,12,0,0,0,0,12,10,0,0,14,20,0,0,0,0,4,2,0,0,0,4,2
55,76972157,CN1C(=O)CCS(=O)(=O)[C@@H]1c1ccc(Cl)cc1.CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)cc1,3.231,130.7336,208.832128,108.9,547.482,546.045284,8,0,2,0,6,2,12,34,58,4,2,2,2,0,2,2,2,0,0,0.363636,21.663123,14.473636,13.28493,10.269541,7.854322,10.286864,8.051079,5.681841,3.895185,-2.14,26.464501,10.230821,5.733753,0,64.050824,29.263581,0,34.716292,48.530937,10.045267,0,0,0,0,23.20188,26.424668,0,9.799819,0,23.589389,25.601051,69.703106,0,0,54.690746,9.799819,9.589074,16.835594,0,0,47.467348,35.392371,36.982254,11.505707,0,30.422252,11.814359,0,0,22,0,2,0,0,2,0,0,2,6,0,34,6,6,0,18,6,0,2,14,8,0,0,0,0,10,0,0,0,12,10,2,0,0,0,4,0,0,0,0,0,0
56,76971194,C1=Cc2cccc(OC[C@@H]3CNCCO3)c2C1.C1=Cc2cccc(OC[C@H]3CNCCO3)c2C1,3.2462,134.5694,201.484777,60.98,462.59,462.251858,6,2,6,2,6,0,6,34,68,6,2,2,4,0,2,2,2,0,2,0.428571,19.632264,12.337214,8.8767,6.435578,4.611366,12.337214,8.8767,6.435578,4.611366,-2.64,23.118256,11.66784,5.882178,20.107303,64.814486,22.315369,0,22.253806,48.550243,0,12.15204,0,0,11.499024,0,18.947452,0,10.633577,0,25.049576,52.606553,70.804049,0,11.499024,12.15204,29.581029,0,0,0,0,48.569549,36.10128,37.305929,13.213764,36.92072,0,0,0,0,28,0,0,0,0,0,0,0,2,2,2,34,6,0,0,24,8,0,6,10,6,2,2,0,0,0,4,0,0,22,8,0,0,0,2,4,0,0,0,0,4,2
57,76970590,CCCCCCCCCC(=O)OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1.CCCCCCCCCC(=O)OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,15.8558,320.324,475.245893,65.56,1110.456,1108.546755,8,0,28,0,10,0,12,76,162,8,4,2,4,0,2,4,4,0,0,0.53125,49.004145,31.417899,23.880924,17.859124,13.073937,29.028977,20.840499,15.085293,10.556914,-3.58,60.068189,33.763102,19.951559,0,123.28909,19.0628,0,151.67607,116.663113,10.045267,11.146209,0,0,0,46.72565,19.0628,0,19.599639,0,149.004198,91.750841,129.380252,0,0,69.810469,19.273545,19.388894,0,0,0,186.173226,107.614238,121.005921,0,13.213764,0,0,0,11.938611,64,0,2,0,0,2,0,0,4,4,0,76,34,4,0,32,12,0,28,12,8,0,0,0,0,6,28,2,0,24,16,0,0,0,0,8,0,0,0,0,8,4
58,76970357,CC(C)c1ccc2c(c1)[C@@H](N1CCN(CCO)CC1)Cc1ccc(F)cc1S2.CC(C)c1ccc2c(c1)[C@H](N1CCN(CCO)CC1)Cc1ccc(F)cc1S2,8.6148,225.1956,340.819012,53.42,801.126,800.396926,6,2,8,2,8,0,10,56,114,8,4,2,4,0,2,4,4,0,0,0.478261,35.0258,22.078426,18.421972,14.354857,10.827588,20.445432,16.254418,11.971555,8.547987,-2.8,41.362733,18.850863,9.722377,0,108.474022,12.841643,11.634442,84.995151,92.378339,0,0,0,8.78083,0,23.52377,18.993885,0,19.599639,0,84.03802,78.661328,117.811555,0,0,23.52377,10.213055,19.599639,8.78083,0,0,87.616921,94.456367,97.11318,13.213764,11.634442,0,0,0,0,46,2,0,0,0,2,0,0,4,2,0,56,16,0,0,34,12,0,8,8,6,2,2,0,0,8,4,2,0,24,18,0,0,0,0,6,2,0,0,0,8,4
59,76968036,Cc1ccc2c(c1)[C@@H]1CN(C)CC[C@@H]1N2.Cc1ccc2c(c1)[C@@H]1CN(C)CC[C@H]1N2.Cc1ccc2c(c1)[C@H]1CN(C)CC[C@@H]1N2.Cc1ccc2c(c1)[C@H]1CN(C)CC[C@H]1N2,8.83288,253.7788,361.030693,61.08,809.204,808.587994,8,4,0,4,8,0,8,60,132,12,4,4,8,0,4,8,4,0,0,0.538462,37.821141,23.179533,19.995788,15.053339,11.691701,23.179533,19.995788,15.053339,11.691701,-4.08,41.281426,17.354494,8.676973,21.267154,124.315741,0,27.694949,93.862523,72.796405,0,0,0,22.749545,0,0,0,0,19.599639,0,101.217223,101.815894,117.304017,0,0,22.749545,40.866793,0,0,0,0,70.784743,154.267223,96.767558,0,0,0,0,0,0,52,0,0,0,0,0,0,0,8,0,0,60,8,0,0,48,12,0,0,8,8,4,4,0,0,8,0,0,0,28,24,0,0,0,4,8,0,0,0,0,16,8
60,76968030,CCNC1=Nc2ccc(Cl)cc2[C@@](C)(c2ccccc2)O1.CCNC1=Nc2ccc(Cl)cc2[C@](C)(c2ccccc2)O1,8.4614,172.4094,256.970268,67.24,601.578,600.205882,6,2,4,2,6,0,8,42,76,6,4,0,2,0,0,2,4,0,0,0.235294,25.630528,14.763572,11.093057,7.766222,5.475955,14.007644,10.220186,7.296028,5.131749,-4,29.49093,12.474506,5.962683,10.633577,25.132873,20.675828,0,49.948755,107.046683,10.045267,0,0,11.374773,0,23.20188,9.473726,0,10.633577,9.984809,38.89705,13.089513,129.360946,0,0,46.620013,20.107303,0,0,9.984809,0,83.86555,75.220054,34.261682,11.374773,0,11.202102,0,12.04336,0,34,0,2,0,0,0,0,2,2,0,2,42,12,0,0,20,14,0,4,8,6,2,2,0,0,6,4,0,0,20,10,2,0,0,0,6,0,0,0,0,4,2
61,76966814,CS(=O)(=O)O.CS(=O)(=O)O.O=C1CC2(CCCC2)CC(=O)N1CCNC[C@@H]1COc2ccccc2O1.O=C1CC2(CCCC2)CC(=O)N1CCNC[C@H]1COc2ccccc2O1,3.2588,227.1006,363.3962,244.48,909.09,908.354745,18,4,10,4,14,4,20,62,122,8,2,4,6,0,2,4,2,2,2,0.619048,37.052962,24.698113,19.801117,11.540982,8.759152,21.00149,16.869037,11.540982,8.759152,-4.34,48.687866,21.835619,15.476047,29.581029,136.571406,39.414402,10.829981,77.049859,48.530937,0,0,0,0,22.998047,0,64.066694,0,20.433397,10.829981,89.257792,64.993841,48.530937,0,22.998047,43.864973,29.581029,38.083468,0,16.835594,0,49.948755,60.778736,64.951825,12.511538,25.421697,22.998047,23.628719,20.236254,0,42,0,0,0,0,2,0,2,2,10,4,62,14,8,0,38,6,0,10,32,18,4,4,0,0,12,8,0,2,26,12,2,0,0,2,6,0,0,0,0,6,2
